kod;nazev;statuskod;okres;pou;clenenismrozsahkod;clenenismtypkod;nutslau;datumvzniku;vusc;orp;Poc_obyv_SLDB_2021;poc_muzu;poc_zen;poc_obyv_0_14;poc_obyv_15_64;poc_obyv_nad_65;prum_vek;prum_vek_muzi;prum_vek_zeny;stav_nezjisteno;reg_partnerstvi;reg_part_zanikle;reg_part_zanikle_umrtim;rozvedeni;svobodni;ovdoveli;zenati_vdane;bez_vzdelani;vzdelani_nezjisteno;zakladni_vzdelani;stredni_vzdelani;stredni_vzd_s_maturitou;vyssi_odborne_vzd;vysokoskolske_vzd;ceska_narodnost;moravska_narodnost;slezska_narodnost;slovenska_narodnost;ukrajinska_narodnost;vietnamska_narodnost;ostatni_narodnost;bez_nabozenske_viry;cirkev_ceskoslovenska_husitska;cirkev_rimskokatolicka;ceskobratrska_cirkev_evangelick;katolicka_vira;krestanstvi;svedkove_jehovovi;vira_neuvedena;verici_hlasici_se_k_cirkvi;verici_nehlasici_se_k_cirkvi;pravoslavna_cirkev;protestantska_evangelicka_vira;ostatni_vira;celkem_domu;vlastnik_domu_byt_druzstvo;vlastnik_domu_fyz_os;vlastnik_domu_prav_osoba_jina;vlastnik_domu_kombinace;vlastnik_domu_nezjisteno;vlastnik_domu_obec_stat;spoluvlastnictvi_bytu;vystavba_pred1919;vystavba_1920_1945;vystavba_1946_1970;vystavba_1971_1980;vystavba_1981_1990;vystavba_1991_2000;vystavba_2001_2010;vystavba_2011_2015;vystavba_po2016;vystavba_nezjisteno;shape_Length;shape_Area
512877;Býškovice;2;3808;3794;;;CZ0714512877;;124;1970;368,;185,;183,;66,;216,;86,;42,4;41,;43,9;1,;0,;0,;0,;18,;142,;26,;181,;1,;8,;38,;135,;84,;7,;29,;180,;105,;0,;0,;1,;0,;1,;87,;0,;84,;4,;23,;7,;0,;119,;7,;35,;1,;0,;1,;121,;0,;116,;2,;0,;0,;2,;1,;14,;11,;27,;18,;17,;11,;8,;4,;3,;8,;12789,530627954483862;5991176,255400356836617
511382;Přerov;4;3808;3824;;;CZ0714511382;1. 1. 1869 0:00:00;124;1996;41019,;19796,;21223,;5861,;25160,;9998,;45,3;43,3;47,1;76,;22,;7,;0,;5853,;16332,;3312,;15417,;214,;2002,;4146,;10964,;11806,;454,;5572,;24311,;5616,;20,;609,;91,;114,;786,;18995,;58,;3120,;83,;780,;374,;60,;12494,;254,;4414,;44,;57,;271,;4702,;17,;3518,;124,;9,;13,;101,;920,;409,;844,;1065,;580,;392,;420,;424,;128,;126,;314,;77134,947369329602225;58447512,093402296304703
513105;Dobrčice;2;3808;3824;;;CZ0714513105;;124;1996;214,;108,;106,;35,;130,;49,;44,1;43,3;44,9;1,;0,;0,;0,;17,;84,;15,;97,;0,;10,;15,;62,;58,;1,;33,;126,;34,;0,;7,;1,;0,;6,;68,;1,;19,;0,;9,;7,;3,;77,;4,;23,;1,;0,;2,;89,;0,;87,;0,;0,;2,;0,;0,;8,;9,;18,;13,;5,;8,;15,;4,;1,;8,;11934,504129519957132;2203504,846449929289520
512231;Bělotín;2;3808;3794;;;CZ0714512231;;124;1970;1748,;899,;849,;290,;1152,;306,;41,1;40,2;42,;3,;0,;0,;0,;179,;790,;111,;665,;14,;85,;242,;573,;402,;12,;130,;959,;195,;5,;28,;3,;0,;18,;747,;0,;151,;12,;35,;15,;3,;541,;7,;217,;0,;8,;11,;478,;0,;442,;5,;3,;1,;12,;15,;75,;80,;49,;63,;23,;47,;58,;15,;24,;44,;32233,189467232623429;33399097,975600849837065
512281;Beňov;2;3808;3824;;;CZ0714512281;;124;1996;629,;318,;311,;88,;400,;141,;45,4;43,9;46,8;1,;0,;0,;0,;50,;226,;52,;300,;2,;29,;67,;244,;142,;7,;50,;366,;109,;0,;3,;0,;0,;4,;209,;0,;105,;0,;15,;6,;2,;201,;6,;83,;0,;0,;2,;236,;0,;226,;3,;0,;3,;3,;1,;26,;23,;60,;28,;30,;21,;14,;6,;11,;17,;15158,260172017406148;8644820,228399157524109
512401;Bezuchov;2;3808;3824;;;CZ0714512401;;124;1996;169,;82,;87,;25,;114,;30,;43,;40,;45,8;1,;0,;0,;0,;9,;65,;14,;80,;1,;8,;25,;51,;35,;1,;23,;114,;34,;0,;1,;0,;0,;1,;56,;0,;31,;0,;13,;1,;0,;49,;1,;18,;0,;0,;0,;69,;1,;66,;1,;0,;0,;1,;0,;8,;5,;13,;5,;8,;10,;6,;1,;5,;8,;15296,804723690036553;3961152,172700108960271
512532;Bochoř;2;3808;3824;;;CZ0714512532;;124;1996;927,;461,;466,;142,;578,;207,;43,9;42,1;45,6;3,;0,;0,;0,;82,;359,;77,;406,;0,;42,;100,;298,;256,;6,;83,;567,;138,;1,;4,;6,;1,;12,;344,;1,;150,;0,;7,;7,;1,;310,;7,;97,;1,;0,;2,;363,;0,;346,;1,;0,;2,;14,;0,;26,;48,;77,;31,;22,;80,;29,;9,;13,;28,;19475,494463469167385;9436114,094449786469340
512800;Brodek u Přerova;6;3808;3824;;;CZ0714512800;;124;1996;1812,;887,;925,;268,;1170,;374,;43,8;41,8;45,7;2,;0,;0,;0,;194,;740,;154,;722,;3,;70,;212,;546,;491,;19,;203,;1017,;316,;3,;16,;1,;0,;31,;850,;2,;172,;4,;28,;19,;1,;562,;1,;167,;1,;0,;5,;586,;3,;547,;6,;0,;2,;6,;22,;50,;115,;115,;72,;82,;68,;39,;5,;8,;32,;18938,092139239342941;8908945,143249897286296
512826;Buk;2;3808;3824;;;CZ0714512826;;124;1996;364,;201,;163,;50,;235,;79,;43,6;41,2;46,5;0,;0,;0,;0,;32,;144,;20,;168,;3,;16,;43,;127,;89,;2,;34,;205,;65,;0,;3,;0,;0,;4,;162,;2,;36,;0,;5,;5,;0,;99,;2,;49,;0,;0,;4,;134,;0,;128,;0,;1,;3,;2,;0,;12,;27,;33,;13,;12,;10,;9,;2,;3,;13,;10737,484777303272494;3780005,915649192407727
512982;Citov;2;3808;3824;;;CZ0714512982;;124;1996;500,;249,;251,;100,;310,;90,;41,;39,6;42,3;0,;0,;0,;0,;40,;206,;35,;219,;1,;11,;41,;151,;134,;6,;56,;292,;91,;0,;3,;0,;0,;1,;171,;0,;75,;0,;11,;6,;0,;156,;1,;55,;0,;0,;25,;188,;0,;179,;3,;0,;0,;4,;2,;9,;18,;22,;27,;26,;38,;22,;7,;5,;14,;13311,915780085373626;3739691,658300762530416
513059;Čelechovice;2;3808;3824;;;CZ0714513059;;124;1996;130,;64,;66,;26,;82,;22,;39,;36,4;41,4;0,;0,;0,;0,;16,;55,;9,;50,;0,;6,;15,;38,;35,;1,;9,;73,;8,;0,;1,;0,;0,;1,;56,;0,;7,;0,;1,;7,;0,;42,;0,;17,;0,;0,;0,;43,;0,;43,;0,;0,;0,;0,;0,;5,;2,;3,;5,;6,;3,;8,;0,;5,;6,;6954,303869462088187;2133702,495298467576504
513067;Černotín;2;3808;3794;;;CZ0714513067;;124;1970;708,;353,;355,;92,;468,;148,;44,1;41,7;46,4;1,;0,;0,;0,;56,;275,;59,;317,;5,;34,;56,;227,;211,;9,;74,;444,;104,;0,;6,;0,;0,;10,;235,;1,;147,;1,;34,;19,;0,;155,;12,;96,;0,;0,;8,;251,;0,;242,;3,;0,;1,;2,;3,;25,;26,;43,;36,;25,;26,;31,;13,;10,;16,;16359,524066623847830;8318304,607100686058402
513199;Dolní Újezd;2;3808;3816;;;CZ0714513199;;124;1988;1152,;589,;563,;174,;747,;231,;43,1;41,9;44,3;0,;0,;0,;0,;112,;462,;79,;499,;10,;29,;130,;402,;300,;10,;97,;577,;224,;0,;14,;0,;0,;15,;492,;0,;124,;2,;17,;10,;0,;384,;11,;104,;0,;1,;7,;423,;0,;414,;1,;0,;1,;2,;5,;36,;49,;68,;56,;47,;43,;50,;21,;20,;33,;24647,095113827323075;7924945,397699739784002
513211;Domaželice;2;3808;3824;;;CZ0714513211;;124;1996;502,;254,;248,;74,;345,;83,;42,7;42,4;43,;1,;0,;0,;0,;50,;200,;30,;221,;0,;27,;43,;145,;142,;7,;64,;294,;73,;0,;15,;0,;0,;3,;198,;0,;67,;0,;16,;2,;0,;150,;1,;58,;2,;0,;7,;170,;0,;158,;6,;0,;0,;5,;1,;14,;18,;29,;14,;24,;21,;28,;7,;4,;11,;12453,818017065088497;4272069,054601003415883
513229;Dřevohostice;6;3808;3824;;;CZ0714513229;;124;1996;1451,;756,;695,;205,;933,;313,;44,5;43,3;45,9;6,;0,;0,;0,;104,;649,;117,;575,;7,;119,;171,;448,;354,;23,;124,;722,;230,;0,;13,;2,;0,;11,;468,;0,;196,;2,;29,;25,;2,;519,;19,;182,;1,;6,;2,;466,;1,;428,;11,;1,;7,;12,;6,;35,;67,;86,;72,;68,;48,;39,;6,;15,;30,;18538,330709939149529;8476069,822000507265329
513491;Horní Moštěnice;2;3808;3824;;;CZ0714513491;;124;1996;1623,;810,;813,;270,;1050,;303,;42,5;40,9;44,;2,;0,;0,;0,;148,;639,;126,;708,;2,;53,;146,;446,;471,;14,;221,;986,;263,;3,;15,;4,;8,;17,;683,;2,;177,;3,;43,;7,;6,;501,;15,;166,;7,;1,;12,;581,;0,;562,;6,;0,;0,;7,;6,;36,;79,;121,;60,;63,;57,;76,;35,;21,;33,;19446,471767915067176;9819123,844500701874495
513636;Hrabůvka;2;3808;3794;;;CZ0714513636;;124;1970;295,;149,;146,;41,;186,;68,;44,3;44,3;44,3;2,;0,;0,;0,;23,;123,;20,;127,;1,;18,;24,;84,;101,;1,;25,;141,;68,;0,;3,;0,;0,;4,;116,;0,;26,;1,;3,;4,;0,;112,;4,;29,;0,;0,;0,;98,;0,;91,;1,;0,;0,;6,;0,;10,;13,;20,;8,;8,;6,;11,;3,;6,;13,;13454,754272835582015;3049243,815449737478048
513733;Hradčany;2;3808;3824;;;CZ0714513733;24. 11. 1990 0:00:00;124;1996;296,;144,;152,;56,;176,;64,;41,7;40,5;42,8;0,;0,;0,;0,;13,;123,;22,;138,;1,;4,;39,;97,;63,;1,;35,;178,;81,;2,;0,;0,;0,;4,;121,;0,;68,;0,;7,;5,;2,;50,;0,;41,;0,;0,;2,;98,;0,;93,;1,;0,;0,;2,;2,;11,;12,;15,;10,;12,;7,;8,;8,;11,;4,;12612,925014360704154;5322599,508349559269845
513750;Hranice;3;3808;3794;;;CZ0714513750;1. 1. 1869 0:00:00;124;1970;17469,;8488,;8981,;2654,;11009,;3806,;43,8;41,9;45,5;74,;5,;2,;0,;2303,;7198,;1362,;6525,;129,;735,;1765,;4627,;4923,;163,;2473,;10478,;2182,;15,;276,;63,;55,;316,;7621,;36,;1587,;35,;423,;210,;17,;5269,;124,;1899,;23,;34,;182,;2860,;3,;2385,;76,;7,;1,;30,;358,;262,;467,;490,;455,;282,;257,;300,;74,;73,;200,;81543,437872197493562;49771465,357102237641811
513768;Hustopeče nad Bečvou;6;3808;3794;;;CZ0714513768;;124;1970;1695,;835,;860,;279,;1055,;361,;43,1;41,5;44,6;2,;1,;0,;0,;138,;670,;129,;755,;10,;41,;164,;492,;498,;19,;192,;1061,;294,;1,;15,;14,;1,;24,;437,;0,;443,;1,;85,;33,;0,;464,;23,;187,;11,;3,;8,;488,;0,;456,;5,;1,;0,;10,;16,;47,;42,;66,;94,;60,;38,;52,;19,;27,;43,;31656,287414548041852;23909615,510798461735249
514152;Kokory;2;3808;3824;;;CZ0714514152;;124;1996;1114,;530,;584,;183,;694,;237,;44,1;41,6;46,4;0,;0,;0,;0,;105,;453,;100,;456,;13,;56,;155,;316,;247,;8,;136,;558,;166,;0,;4,;5,;3,;13,;440,;0,;123,;0,;15,;7,;0,;414,;7,;96,;5,;0,;7,;382,;2,;371,;4,;1,;0,;1,;3,;30,;31,;96,;46,;53,;38,;30,;10,;6,;42,;17249,808724628383061;6703867,494799993000925
513873;Jindřichov;2;3808;3794;;;CZ0714513873;;124;1970;458,;225,;233,;71,;279,;108,;43,6;40,9;46,1;1,;0,;0,;0,;30,;169,;43,;215,;1,;12,;59,;130,;107,;3,;75,;285,;99,;3,;2,;0,;0,;1,;101,;0,;170,;0,;17,;9,;0,;90,;2,;65,;0,;0,;4,;142,;0,;138,;0,;0,;1,;1,;2,;20,;17,;30,;23,;18,;10,;7,;1,;4,;12,;22797,170576415279356;16468551,643700841814280
514047;Klokočí;2;3808;3794;;;CZ0714514047;;124;1970;242,;118,;124,;40,;158,;44,;41,5;40,2;42,7;0,;0,;0,;0,;13,;93,;18,;118,;1,;6,;30,;64,;63,;3,;35,;151,;45,;0,;2,;0,;0,;1,;99,;0,;39,;0,;2,;2,;0,;62,;2,;28,;0,;0,;8,;78,;0,;76,;0,;0,;0,;1,;1,;9,;6,;13,;8,;11,;13,;10,;2,;3,;3,;15261,684101297678353;3661582,993249495513737
514055;Kojetín;3;3808;3808;;;CZ0714514055;1. 1. 1869 0:00:00;124;1996;5691,;2808,;2883,;897,;3576,;1218,;43,5;41,9;45,2;12,;2,;1,;0,;686,;2360,;455,;2175,;60,;415,;692,;1798,;1291,;56,;482,;2937,;763,;1,;53,;6,;25,;101,;2377,;23,;472,;3,;96,;64,;14,;1940,;62,;611,;4,;4,;20,;1431,;0,;1289,;27,;6,;9,;21,;79,;142,;209,;255,;177,;164,;173,;153,;30,;13,;115,;35141,677450971634244;31095286,954700332134962
514446;Lazníčky;2;3808;3824;;;CZ0714514446;24. 11. 1990 0:00:00;124;1996;185,;92,;93,;24,;119,;42,;45,7;44,6;46,8;0,;0,;0,;0,;21,;71,;16,;77,;1,;7,;18,;52,;60,;0,;23,;119,;40,;0,;0,;0,;0,;1,;107,;0,;6,;0,;6,;2,;0,;46,;0,;18,;0,;0,;0,;81,;0,;81,;0,;0,;0,;0,;0,;14,;6,;13,;15,;4,;5,;9,;2,;0,;13,;12470,378609798273828;2934068,973598560318351
514497;Lhota;2;3808;3816;;;CZ0714514497;24. 11. 1990 0:00:00;124;1988;298,;142,;156,;48,;174,;76,;45,4;44,5;46,3;0,;0,;0,;1,;19,;103,;25,;150,;1,;12,;33,;116,;66,;2,;20,;158,;51,;0,;3,;0,;0,;4,;78,;0,;75,;0,;18,;2,;0,;88,;4,;33,;0,;0,;0,;115,;0,;111,;1,;0,;2,;0,;1,;8,;15,;24,;19,;12,;10,;13,;3,;5,;6,;9896,048183631277425;3237713,897699783090502
514471;Lazníky;2;3808;3824;;;CZ0714514471;;124;1996;530,;276,;254,;90,;341,;99,;42,9;41,7;44,2;0,;0,;0,;0,;34,;221,;37,;238,;1,;28,;57,;178,;117,;9,;50,;321,;91,;2,;2,;0,;0,;5,;254,;0,;41,;0,;9,;2,;0,;160,;2,;60,;0,;0,;2,;203,;0,;199,;3,;0,;1,;0,;0,;30,;19,;31,;18,;22,;15,;25,;8,;6,;29,;13553,958963305145517;3027082,710699430666864
514527;Lhotka;2;3808;3824;;;CZ0714514527;;124;1996;75,;42,;33,;15,;52,;8,;38,;33,7;43,5;0,;0,;0,;0,;14,;34,;5,;22,;0,;3,;4,;10,;27,;4,;12,;55,;11,;0,;0,;1,;0,;3,;40,;1,;7,;0,;0,;0,;0,;16,;0,;10,;0,;0,;1,;28,;0,;27,;1,;0,;0,;0,;0,;1,;5,;3,;1,;0,;1,;6,;3,;3,;5,;6550,145576229003382;1904902,632249876158312
514705;Lipník nad Bečvou;3;3808;3816;;;CZ0714514705;1. 1. 1869 0:00:00;124;1988;7710,;3779,;3931,;1245,;4905,;1560,;43,1;41,4;44,8;13,;2,;2,;0,;945,;3237,;563,;2948,;51,;375,;867,;2068,;2051,;58,;995,;4373,;924,;11,;114,;13,;27,;105,;3274,;21,;685,;7,;199,;66,;4,;2444,;60,;901,;6,;7,;35,;1709,;3,;1501,;47,;6,;12,;57,;83,;222,;261,;304,;183,;192,;137,;144,;59,;65,;142,;45667,913284754758934;30617556,392799612134695
514772;Lipová;2;3808;3824;;;CZ0714514772;24. 11. 1990 0:00:00;124;1996;261,;129,;132,;39,;172,;50,;44,2;41,3;47,;0,;0,;0,;0,;31,;104,;26,;100,;0,;13,;27,;99,;61,;2,;20,;165,;29,;0,;4,;0,;0,;1,;86,;0,;37,;2,;17,;0,;0,;80,;6,;28,;0,;5,;0,;119,;0,;116,;0,;1,;1,;1,;0,;14,;9,;30,;7,;11,;9,;14,;1,;3,;21,;15135,610811300319256;5009702,991501241922379
514802;Líšná;2;3808;3824;;;CZ0714514802;24. 11. 1990 0:00:00;124;1996;244,;127,;117,;43,;157,;44,;42,4;41,6;43,3;1,;2,;0,;0,;22,;91,;13,;115,;5,;11,;17,;91,;51,;7,;19,;140,;39,;0,;1,;0,;0,;1,;78,;0,;52,;0,;11,;3,;2,;60,;2,;36,;0,;0,;0,;112,;0,;111,;0,;0,;0,;1,;0,;7,;16,;22,;12,;9,;7,;11,;8,;4,;16,;12072,196754622262233;3736123,296000228263438
515191;Lobodice;2;3808;3808;;;CZ0714515191;;124;1996;688,;359,;329,;114,;451,;123,;42,3;41,6;43,1;2,;0,;0,;0,;63,;281,;47,;295,;4,;43,;79,;246,;150,;8,;44,;354,;124,;0,;7,;1,;0,;19,;273,;1,;58,;1,;16,;5,;2,;242,;7,;82,;0,;0,;1,;258,;0,;242,;3,;1,;5,;4,;3,;28,;27,;51,;23,;39,;37,;15,;7,;1,;30,;18253,845574517363275;7193750,943549711257219
515477;Milotice nad Bečvou;2;3808;3794;;;CZ0714515477;24. 11. 1990 0:00:00;124;1970;282,;153,;129,;48,;187,;47,;42,5;41,3;43,9;2,;0,;0,;0,;17,;108,;17,;138,;0,;16,;21,;67,;79,;3,;48,;182,;51,;0,;0,;10,;0,;4,;89,;1,;48,;0,;18,;2,;0,;63,;3,;41,;12,;1,;4,;105,;0,;101,;0,;0,;0,;3,;1,;22,;17,;8,;7,;5,;8,;14,;5,;8,;11,;11494,329626028104030;4549014,496151272207499
515329;Malhotice;2;3808;3794;;;CZ0714515329;24. 11. 1990 0:00:00;124;1970;352,;186,;166,;49,;243,;60,;42,4;41,7;43,2;0,;0,;0,;0,;25,;142,;21,;164,;2,;28,;34,;122,;100,;1,;16,;191,;37,;0,;4,;0,;0,;1,;54,;0,;109,;0,;21,;21,;0,;99,;4,;44,;0,;0,;0,;121,;0,;119,;0,;0,;0,;1,;1,;16,;12,;24,;17,;5,;10,;10,;6,;11,;10,;13542,938809229324761;7686695,664550939574838
515787;Nelešovice;2;3808;3824;;;CZ0714515787;;124;1996;198,;90,;108,;33,;121,;44,;42,8;43,9;42,;2,;0,;0,;0,;22,;79,;10,;85,;2,;13,;25,;61,;50,;1,;13,;108,;19,;1,;5,;0,;0,;5,;68,;0,;22,;0,;3,;1,;1,;65,;1,;37,;0,;0,;0,;76,;0,;74,;0,;0,;0,;1,;1,;9,;14,;14,;13,;4,;5,;5,;5,;2,;5,;10604,001012106375128;3163335,308799679856747
515418;Milenov;2;3808;3794;;;CZ0714515418;;124;1970;413,;194,;219,;58,;270,;85,;43,7;44,;43,5;0,;0,;1,;0,;43,;162,;25,;182,;1,;21,;39,;145,;100,;4,;45,;237,;61,;2,;9,;0,;0,;6,;172,;0,;26,;0,;5,;1,;1,;169,;1,;35,;0,;1,;2,;148,;2,;140,;0,;1,;2,;1,;2,;23,;15,;24,;16,;16,;17,;11,;5,;6,;15,;13183,663733914667318;6229828,880000093951821
515825;Oldřichov;2;3808;3824;;;CZ0714515825;24. 11. 1990 0:00:00;124;1996;113,;56,;57,;18,;75,;20,;42,6;38,9;46,3;0,;0,;0,;0,;16,;49,;10,;38,;1,;8,;18,;16,;45,;0,;7,;66,;15,;0,;0,;1,;0,;1,;41,;0,;13,;0,;2,;4,;5,;35,;3,;9,;1,;0,;0,;35,;0,;34,;0,;0,;0,;0,;1,;3,;3,;11,;3,;5,;7,;1,;0,;2,;0,;6246,317153653792047;945243,162949545774609
516201;Opatovice;2;3808;3794;;;CZ0714516201;;124;1970;774,;397,;377,;118,;521,;135,;41,9;41,;42,9;4,;0,;0,;0,;67,;325,;55,;323,;7,;23,;79,;218,;242,;4,;83,;459,;141,;2,;6,;2,;0,;15,;273,;0,;114,;0,;17,;19,;3,;228,;9,;108,;0,;1,;2,;253,;0,;246,;0,;0,;1,;2,;4,;27,;21,;56,;33,;41,;18,;20,;15,;11,;11,;15066,383728795832212;7996944,723550324328244
516350;Oprostovice;2;3808;3824;;;CZ0714516350;24. 11. 1990 0:00:00;124;1996;85,;42,;43,;12,;56,;17,;46,3;44,1;48,6;0,;0,;0,;0,;3,;30,;7,;45,;1,;1,;8,;34,;16,;0,;13,;45,;10,;0,;1,;0,;0,;1,;24,;0,;19,;0,;7,;0,;0,;18,;0,;16,;0,;0,;1,;36,;0,;34,;0,;0,;1,;1,;0,;3,;2,;9,;3,;9,;1,;2,;3,;0,;4,;11086,047076578101041;2664319,870199361350387
516619;Osek nad Bečvou;2;3808;3816;;;CZ0714516619;;124;1988;1250,;618,;632,;228,;813,;209,;40,9;40,4;41,4;0,;0,;0,;0,;109,;528,;71,;542,;3,;35,;124,;357,;325,;21,;157,;730,;175,;1,;11,;2,;0,;13,;514,;0,;176,;2,;27,;13,;0,;369,;14,;131,;1,;0,;3,;436,;0,;417,;3,;0,;3,;6,;7,;41,;56,;58,;47,;49,;49,;45,;25,;38,;28,;23127,205015341241960;13009244,534399675205350
516635;Paršovice;2;3808;3794;;;CZ0714516635;;124;1970;394,;200,;194,;72,;264,;58,;40,3;39,;41,5;0,;0,;0,;0,;35,;168,;22,;169,;0,;14,;30,;126,;103,;9,;40,;249,;86,;2,;0,;0,;0,;1,;106,;0,;111,;0,;14,;4,;1,;103,;9,;44,;0,;0,;2,;124,;0,;116,;2,;0,;2,;2,;2,;13,;13,;17,;16,;18,;9,;15,;14,;3,;6,;21473,069545586942695;13568086,246347468346357
516899;Polkovice;2;3808;3808;;;CZ0714516899;;124;1996;485,;240,;245,;81,;317,;87,;41,1;40,5;41,6;0,;0,;0,;0,;41,;205,;24,;215,;3,;25,;59,;165,;100,;4,;48,;279,;65,;2,;4,;1,;0,;8,;197,;3,;53,;0,;7,;9,;0,;154,;14,;45,;1,;0,;1,;184,;0,;183,;0,;0,;1,;0,;0,;16,;17,;31,;22,;24,;26,;23,;7,;2,;16,;16032,228641717276332;7055035,756950145587325
516686;Partutovice;2;3808;3794;;;CZ0714516686;;124;1970;480,;247,;233,;83,;296,;101,;42,5;41,2;43,8;0,;0,;0,;0,;24,;195,;29,;232,;2,;12,;53,;167,;116,;3,;44,;260,;76,;0,;1,;0,;0,;10,;96,;0,;137,;0,;17,;5,;0,;145,;4,;70,;1,;0,;5,;160,;0,;153,;1,;0,;1,;1,;4,;17,;10,;35,;26,;18,;9,;18,;5,;5,;17,;18812,740714075793221;10082396,269950740039349
517224;Přestavlky;2;3808;3824;;;CZ0714517224;;124;1996;255,;136,;119,;38,;161,;56,;44,2;41,9;46,7;1,;0,;0,;0,;24,;104,;25,;101,;2,;17,;25,;87,;60,;2,;24,;141,;38,;0,;2,;0,;0,;1,;96,;0,;29,;0,;7,;3,;1,;82,;4,;32,;0,;0,;1,;99,;0,;94,;3,;0,;0,;0,;2,;15,;8,;25,;5,;11,;8,;8,;1,;6,;12,;9021,340042520012503;3625365,136400048620999
516694;Pavlovice u Přerova;2;3808;3824;;;CZ0714516694;;124;1996;711,;352,;359,;122,;422,;167,;44,7;41,7;47,6;1,;0,;0,;0,;56,;286,;79,;289,;4,;28,;83,;229,;159,;7,;79,;375,;137,;0,;5,;0,;0,;5,;236,;1,;167,;7,;10,;5,;0,;221,;6,;48,;1,;1,;8,;235,;0,;224,;5,;0,;1,;2,;3,;26,;29,;43,;27,;25,;21,;25,;8,;10,;21,;17638,789645715165534;8124075,157301388680935
516864;Podolí;2;3808;3824;;;CZ0714516864;24. 11. 1990 0:00:00;124;1996;189,;89,;100,;32,;125,;32,;43,;42,7;43,2;0,;2,;0,;0,;21,;81,;20,;65,;2,;7,;16,;67,;50,;1,;14,;93,;48,;0,;1,;0,;0,;3,;69,;1,;20,;0,;1,;0,;3,;75,;1,;18,;1,;0,;0,;73,;0,;71,;0,;0,;0,;2,;0,;12,;5,;11,;12,;7,;5,;10,;2,;0,;9,;7826,076735487287806;2162356,697000738233328
516911;Polom;2;3808;3794;;;CZ0714516911;1. 1. 1992 0:00:00;124;1970;274,;139,;135,;45,;182,;47,;40,7;37,;44,6;0,;0,;0,;0,;33,;133,;29,;79,;2,;15,;43,;114,;42,;2,;11,;155,;28,;0,;2,;0,;0,;1,;124,;0,;18,;0,;14,;0,;0,;81,;0,;36,;0,;1,;0,;85,;0,;75,;2,;0,;1,;5,;2,;18,;13,;8,;9,;6,;5,;6,;3,;5,;12,;15983,432631713645605;8232494,006700184196234
517101;Potštát;3;3808;3794;;;CZ0714517101;;124;1970;1131,;583,;548,;147,;723,;261,;45,3;43,4;47,3;2,;0,;0,;0,;108,;460,;99,;462,;7,;45,;158,;461,;235,;8,;70,;582,;169,;6,;13,;3,;0,;18,;473,;0,;127,;0,;23,;1,;1,;385,;8,;107,;0,;0,;6,;402,;1,;361,;15,;0,;1,;10,;14,;69,;50,;54,;59,;33,;29,;33,;10,;14,;51,;42259,867683291282447;34072063,171201586723328
517569;Radvanice;2;3808;3824;;;CZ0714517569;24. 11. 1990 0:00:00;124;1996;262,;131,;131,;41,;175,;46,;42,1;39,8;44,4;0,;0,;0,;0,;25,;113,;20,;104,;0,;9,;38,;88,;64,;1,;21,;140,;24,;0,;0,;0,;0,;1,;118,;0,;26,;0,;3,;1,;0,;83,;2,;27,;0,;2,;0,;97,;0,;92,;1,;0,;0,;3,;1,;14,;10,;18,;12,;10,;16,;8,;0,;3,;6,;8525,309020686701842;2910591,585149464663118
517151;Prosenice;2;3808;3824;;;CZ0714517151;;124;1996;752,;369,;383,;92,;495,;165,;45,9;46,6;45,2;2,;0,;0,;0,;91,;285,;62,;312,;5,;35,;77,;252,;205,;8,;78,;449,;129,;0,;9,;0,;0,;1,;284,;2,;94,;0,;16,;2,;8,;259,;10,;75,;0,;0,;2,;256,;0,;226,;17,;0,;0,;4,;9,;33,;35,;47,;24,;45,;23,;15,;1,;8,;25,;16524,397412616101064;6252386,409751159138978
517208;Provodovice;2;3808;3794;;;CZ0714517208;24. 11. 1990 0:00:00;124;1970;150,;81,;69,;32,;87,;31,;40,5;40,8;40,1;0,;0,;0,;0,;20,;67,;7,;56,;0,;7,;15,;53,;32,;0,;11,;65,;50,;1,;1,;0,;0,;1,;52,;0,;39,;0,;1,;2,;0,;33,;0,;23,;0,;0,;0,;59,;0,;58,;0,;0,;1,;0,;0,;4,;4,;16,;7,;3,;5,;4,;0,;6,;10,;9958,119282733077853;3278826,981149924453348
517275;Radíkov;2;3808;3794;;;CZ0714517275;;124;1970;158,;81,;77,;24,;96,;38,;44,3;46,2;42,4;0,;0,;0,;0,;13,;56,;8,;81,;1,;3,;22,;46,;40,;3,;19,;86,;26,;0,;1,;0,;0,;1,;72,;0,;14,;0,;1,;2,;0,;52,;4,;13,;0,;0,;0,;66,;0,;65,;0,;0,;0,;1,;0,;9,;2,;6,;8,;7,;5,;11,;7,;2,;9,;15836,208690937157371;7031756,178649904206395
517321;Radkova Lhota;2;3808;3824;;;CZ0714517321;24. 11. 1990 0:00:00;124;1996;281,;97,;184,;12,;77,;192,;69,3;61,2;73,7;4,;0,;0,;0,;43,;50,;114,;70,;2,;4,;87,;87,;68,;1,;20,;232,;26,;2,;3,;0,;0,;0,;77,;0,;88,;0,;5,;0,;0,;98,;2,;8,;0,;3,;0,;37,;0,;34,;1,;0,;2,;0,;0,;0,;7,;5,;4,;5,;6,;2,;0,;2,;6,;8784,446432819377151;2098422,966900062747300
